Model	Displ	Cyl	Trans	Drive	Fuel	Cert Region	Stnd	Stnd Description	Underhood ID	Veh Class	Air Pollution Score	City MPG	Hwy MPG	Cmb MPG	Greenhouse Gas Score	SmartWay	Comb CO2
BMW M240i Coupe M Performance	3	6	SemiAuto-8	2WD	Gasoline	CA	L3ULEV125	California LEV-III ULEV125	KBMXV03.0B2X	small car	3	21	30	24	5	No	367
BMW M240i Coupe M Performance	3	6	SemiAuto-8	2WD	Gasoline	FA	T3B125	Federal Tier 3 Bin 125	KBMXV03.0B2X	small car	3	21	30	24	5	No	367
BMW M240i Coupe M Performance	3	6	SemiAuto-8	4WD	Gasoline	CA	L3ULEV125	California LEV-III ULEV125	KBMXV03.0B2X	small car	3	21	30	24	5	No	368
BMW M240i Coupe M Performance	3	6	SemiAuto-8	4WD	Gasoline	FA	T3B125	Federal Tier 3 Bin 125	KBMXV03.0B2X	small car	3	21	30	24	5	No	368
BMW M4 CS	3	6	AMS-7	2WD	Gasoline	CA	L3ULEV125	California LEV-III ULEV125	KBMXV03.0S55	small car	3	17	23	19	3	No	470
BMW M4 CS	3	6	AMS-7	2WD	Gasoline	FA	T3B125	Federal Tier 3 Bin 125	KBMXV03.0S55	small car	3	17	23	19	3	No	470
BMW M4 Convertible	3	6	AMS-7	2WD	Gasoline	CA	L3ULEV125	California LEV-III ULEV125	KBMXV03.0S55	small car	3	16	22	19	3	No	481
BMW M4 Convertible	3	6	AMS-7	2WD	Gasoline	FA	T3B125	Federal Tier 3 Bin 125	KBMXV03.0S55	small car	3	16	22	19	3	No	481
BMW M4 Convertible	3	6	Man-6	2WD	Gasoline	CA	L3ULEV125	California LEV-III ULEV125	KBMXV03.0S55	small car	3	17	25	20	4	No	450
BMW M4 Convertible	3	6	Man-6	2WD	Gasoline	FA	T3B125	Federal Tier 3 Bin 125	KBMXV03.0S55	small car	3	17	25	20	4	No	450
BMW M4 Convertible Competition	3	6	AMS-7	2WD	Gasoline	CA	L3ULEV125	California LEV-III ULEV125	KBMXV03.0S55	small car	3	16	22	19	3	No	481
BMW M4 Convertible Competition	3	6	AMS-7	2WD	Gasoline	FA	T3B125	Federal Tier 3 Bin 125	KBMXV03.0S55	small car	3	16	22	19	3	No	481
BMW M4 Convertible Competition	3	6	Man-6	2WD	Gasoline	CA	L3ULEV125	California LEV-III ULEV125	KBMXV03.0S55	small car	3	17	25	20	4	No	450
BMW M4 Convertible Competition	3	6	Man-6	2WD	Gasoline	FA	T3B125	Federal Tier 3 Bin 125	KBMXV03.0S55	small car	3	17	25	20	4	No	450
BMW M4 Coupe	3	6	AMS-7	2WD	Gasoline	CA	L3ULEV125	California LEV-III ULEV125	KBMXV03.0S55	small car	3	17	23	19	3	No	470
BMW M4 Coupe	3	6	AMS-7	2WD	Gasoline	FA	T3B125	Federal Tier 3 Bin 125	KBMXV03.0S55	small car	3	17	23	19	3	No	470
BMW M4 Coupe	3	6	Man-6	2WD	Gasoline	CA	L3ULEV125	California LEV-III ULEV125	KBMXV03.0S55	small car	3	18	25	20	4	No	440
BMW M4 Coupe	3	6	Man-6	2WD	Gasoline	FA	T3B125	Federal Tier 3 Bin 125	KBMXV03.0S55	small car	3	18	25	20	4	No	440
BMW M4 Coupe Competition	3	6	AMS-7	2WD	Gasoline	CA	L3ULEV125	California LEV-III ULEV125	KBMXV03.0S55	small car	3	17	23	19	3	No	470
BMW M4 Coupe Competition	3	6	AMS-7	2WD	Gasoline	FA	T3B125	Federal Tier 3 Bin 125	KBMXV03.0S55	small car	3	17	23	19	3	No	470
BMW M4 Coupe Competition	3	6	Man-6	2WD	Gasoline	CA	L3ULEV125	California LEV-III ULEV125	KBMXV03.0S55	small car	3	18	25	20	4	No	440
BMW M4 Coupe Competition	3	6	Man-6	2WD	Gasoline	FA	T3B125	Federal Tier 3 Bin 125	KBMXV03.0S55	small car	3	18	25	20	4	No	440
BMW M5	4.4	8	SemiAuto-8	4WD	Gasoline	CA	L3ULEV125	California LEV-III ULEV125	KBMXV04.4SM5	midsize car	3	15	21	17	3	No	521
BMW M5	4.4	8	SemiAuto-8	4WD	Gasoline	FA	T3B125	Federal Tier 3 Bin 125	KBMXV04.4SM5	midsize car	3	15	21	17	3	No	521
BMW M5 Competition	4.4	8	SemiAuto-8	4WD	Gasoline	CA	L3ULEV125	California LEV-III ULEV125	KBMXV04.4SM5	midsize car	3	15	21	17	3	No	521
BMW M5 Competition	4.4	8	SemiAuto-8	4WD	Gasoline	FA	T3B125	Federal Tier 3 Bin 125	KBMXV04.4SM5	midsize car	3	15	21	17	3	No	521
BMW M550i	4.4	8	SemiAuto-8	4WD	Gasoline	CA	L3ULEV125	California LEV-III ULEV125	KBMXJ04.4N63	midsize car	3	18	25	20	4	No	433
BMW M550i	4.4	8	SemiAuto-8	4WD	Gasoline	FA	T3B125	Federal Tier 3 Bin 125	KBMXJ04.4N63	midsize car	3	18	25	20	4	No	433
BMW M6 Gran Coupe	4.4	8	AMS-7	2WD	Gasoline	CA	L2	California LEV-II LEV	KBMXV04.4S63	small car	1	14	20	16	2	No	553
BMW M6 Gran Coupe	4.4	8	AMS-7	2WD	Gasoline	FA	T3B160	Federal Tier 3 Bin 160	KBMXV04.4S63	small car	1	14	20	16	2	No	553
BMW M6 Gran Coupe	4.4	8	Man-6	2WD	Gasoline	CA	L2	California LEV-II LEV	KBMXV04.4S63	small car	1	15	22	17	3	No	522
BMW M6 Gran Coupe	4.4	8	Man-6	2WD	Gasoline	FA	T3B160	Federal Tier 3 Bin 160	KBMXV04.4S63	small car	1	15	22	17	3	No	522
BMW M760i xDrive	6.6	12	SemiAuto-8	4WD	Gasoline	CA	L3ULEV125	California LEV-III ULEV125	KBMXV06.6N74	large car	3	13	20	16	2	No	571
BMW M760i xDrive	6.6	12	SemiAuto-8	4WD	Gasoline	FA	T3B125	Federal Tier 3 Bin 125	KBMXV06.6N74	large car	3	13	20	16	2	No	571
BMW X3 M40i	3	6	SemiAuto-8	4WD	Gasoline	CA	L3ULEV70	California LEV-III ULEV70	KBMXJ03.0B5X	small SUV	5	20	27	23	5	No	392
BMW X3 M40i	3	6	SemiAuto-8	4WD	Gasoline	FA	T3B70	Federal Tier 3 Bin 70	KBMXJ03.0B5X	small SUV	5	20	27	23	5	No	392
BMW X3 sDrive30i	2	4	SemiAuto-8	2WD	Gasoline	CA	L3SULEV30	California LEV-III SULEV30	KBMXJ02.0B4X	small SUV	7	23	30	26	5	No	344
BMW X3 sDrive30i	2	4	SemiAuto-8	2WD	Gasoline	FA	T3B30	Federal Tier 3 Bin 30	KBMXJ02.0B4X	small SUV	7	23	30	26	5	No	344
BMW X3 xDrive30i	2	4	SemiAuto-8	4WD	Gasoline	CA	L3SULEV30	California LEV-III SULEV30	KBMXJ02.0B4X	small SUV	7	22	29	25	5	No	360
BMW X3 xDrive30i	2	4	SemiAuto-8	4WD	Gasoline	FA	T3B30	Federal Tier 3 Bin 30	KBMXJ02.0B4X	small SUV	7	22	29	25	5	No	360
BMW X4 M40i	3	6	SemiAuto-8	4WD	Gasoline	CA	L3ULEV70	California LEV-III ULEV70	KBMXJ03.0B5X	small SUV	5	20	27	23	5	No	392
BMW X4 M40i	3	6	SemiAuto-8	4WD	Gasoline	FA	T3B70	Federal Tier 3 Bin 70	KBMXJ03.0B5X	small SUV	5	20	27	23	5	No	392
BMW X4 xDrive30i	2	4	SemiAuto-8	4WD	Gasoline	CA	L3SULEV30	California LEV-III SULEV30	KBMXJ02.0B4X	small SUV	7	22	29	25	5	No	360
BMW X4 xDrive30i	2	4	SemiAuto-8	4WD	Gasoline	FA	T3B30	Federal Tier 3 Bin 30	KBMXJ02.0B4X	small SUV	7	22	29	25	5	No	360
BMW X6 M	4.4	8	SemiAuto-8	4WD	Gasoline	FA	T3B125	Federal Tier 3 Bin 125	KBMXT04.4S63	standard SUV	3	14	19	16	2	No	549
BMW X6 M	4.4	8	SemiAuto-8	4WD	Gasoline	CA	U2	California LEV-II ULEV	KBMXT04.4S63	standard SUV	3	14	19	16	2	No	549
BMW X6 sDrive35i	3	6	SemiAuto-8	2WD	Gasoline	CA	L3ULEV125	California LEV-III ULEV125	KBMXJ03.0F16	standard SUV	3	18	24	20	4	No	433
BMW X6 sDrive35i	3	6	SemiAuto-8	2WD	Gasoline	FA	T3B125	Federal Tier 3 Bin 125	KBMXJ03.0F16	standard SUV	3	18	24	20	4	No	433
BMW X6 xDrive35i	3	6	SemiAuto-8	4WD	Gasoline	CA	L3ULEV125	California LEV-III ULEV125	KBMXJ03.0F16	standard SUV	3	18	24	20	4	No	437
BMW X6 xDrive35i	3	6	SemiAuto-8	4WD	Gasoline	FA	T3B125	Federal Tier 3 Bin 125	KBMXJ03.0F16	standard SUV	3	18	24	20	4	No	437
BMW X6 xDrive50i	4.4	8	SemiAuto-8	4WD	Gasoline	CA	L3ULEV125	California LEV-III ULEV125	KBMXJ04.4N63	standard SUV	3	17	22	19	3	No	472
BMW X6 xDrive50i	4.4	8	SemiAuto-8	4WD	Gasoline	FA	T3B125	Federal Tier 3 Bin 125	KBMXJ04.4N63	standard SUV	3	17	22	19	3	No	472
BMW i8 Coupe	1.5	3	Auto-6	4WD	Gasoline/Electricity	CA	L3ULEV125	California LEV-III ULEV125	KBMXV01.5I8P	small car	3	26/68	29/70	27/69	10	Yes	191
BMW i8 Coupe	1.5	3	Auto-6	4WD	Gasoline/Electricity	FA	T3B125	Federal Tier 3 Bin 125	KBMXV01.5I8P	small car	3	26/68	29/70	27/69	10	Yes	191
BMW i8 Roadster	1.5	3	Auto-6	4WD	Gasoline/Electricity	CA	L3ULEV125	California LEV-III ULEV125	KBMXV01.5I8P	small car	3	26/68	29/70	27/69	10	Yes	191
BMW i8 Roadster	1.5	3	Auto-6	4WD	Gasoline/Electricity	FA	T3B125	Federal Tier 3 Bin 125	KBMXV01.5I8P	small car	3	26/68	29/70	27/69	10	Yes	191
BUICK Cascada	1.6	4	SemiAuto-6	2WD	Gasoline	CA	L3ULEV70	California LEV-III ULEV70	KGMXV01.6001	small car	5	21	29	24	5	No	373
BUICK Cascada	1.6	4	SemiAuto-6	2WD	Gasoline	FA	T3B70	Federal Tier 3 Bin 70	KGMXV01.6001	small car	5	21	29	24	5	No	373
BUICK Enclave	3.6	6	Auto-9	2WD	Gasoline	CA	L3ULEV50	California LEV-III ULEV50	KGMXT03.6151	standard SUV	6	18	26	21	4	No	420
BUICK Enclave	3.6	6	Auto-9	2WD	Gasoline	FA	T3B50	Federal Tier 3 Bin 50	KGMXT03.6151	standard SUV	6	18	26	21	4	No	420
BUICK Enclave	3.6	6	Auto-9	4WD	Gasoline	CA	L3ULEV50	California LEV-III ULEV50	KGMXT03.6151	standard SUV	6	17	25	20	4	No	440
BUICK Enclave	3.6	6	Auto-9	4WD	Gasoline	FA	T3B50	Federal Tier 3 Bin 50	KGMXT03.6151	standard SUV	6	17	25	20	4	No	440
BUICK Encore	1.4	4	SemiAuto-6	2WD	Gasoline	CA	T3B110	Federal Tier 3 Transitional Bin 110	KGMXV01.4001	small SUV	3	26	31	28	6	No	312
BUICK Encore	1.4	4	SemiAuto-6	2WD	Gasoline	FA	T3B110	Federal Tier 3 Transitional Bin 110	KGMXV01.4001	small SUV	3	26	31	28	6	No	312
BUICK Encore	1.4	4	SemiAuto-6	2WD	Gasoline	CA	L3ULEV70	California LEV-III ULEV70	KGMXV01.4099	small SUV	5	25	30	27	6	No	329
BUICK Encore	1.4	4	SemiAuto-6	2WD	Gasoline	FA	T3B70	Federal Tier 3 Bin 70	KGMXV01.4099	small SUV	5	25	30	27	6	No	329
BUICK Encore	1.4	4	SemiAuto-6	4WD	Gasoline	CA	T3B110	Federal Tier 3 Transitional Bin 110	KGMXV01.4001	small SUV	3	25	30	27	6	No	330
BUICK Encore	1.4	4	SemiAuto-6	4WD	Gasoline	FA	T3B110	Federal Tier 3 Transitional Bin 110	KGMXV01.4001	small SUV	3	25	30	27	6	No	330
BUICK Encore	1.4	4	SemiAuto-6	4WD	Gasoline	CA	L3ULEV70	California LEV-III ULEV70	KGMXV01.4099	small SUV	5	24	29	26	5	No	344
BUICK Encore	1.4	4	SemiAuto-6	4WD	Gasoline	FA	T3B70	Federal Tier 3 Bin 70	KGMXV01.4099	small SUV	5	24	29	26	5	No	344
BUICK Envision	2	4	Auto-9	4WD	Gasoline	CA	L3ULEV70	California LEV-III ULEV70	KGMXT02.0100	small SUV	5	20	25	22	4	No	401
BUICK Envision	2	4	Auto-9	4WD	Gasoline	FA	T3B70	Federal Tier 3 Bin 70	KGMXT02.0100	small SUV	5	20	25	22	4	No	401
BUICK Envision	2.5	4	Auto-6	2WD	Gasoline	CA	L3ULEV70	California LEV-III ULEV70	KGMXT02.5200	small SUV	5	22	29	25	5	No	359
BUICK Envision	2.5	4	Auto-6	2WD	Gasoline	FA	T3B70	Federal Tier 3 Bin 70	KGMXT02.5200	small SUV	5	22	29	25	5	No	359
BUICK Envision	2.5	4	Auto-6	4WD	Gasoline	CA	L3ULEV70	California LEV-III ULEV70	KGMXT02.5200	small SUV	5	21	27	24	5	No	377
BUICK Envision	2.5	4	Auto-6	4WD	Gasoline	FA	T3B70	Federal Tier 3 Bin 70	KGMXT02.5200	small SUV	5	21	27	24	5	No	377
BUICK Lacrosse	2.5	4	SemiAuto-6	2WD	Gasoline	CA	L3ULEV70	California LEV-III ULEV70	KGMXV02.5050	midsize car	5	25	35	29	6	No	308
BUICK Lacrosse	2.5	4	SemiAuto-6	2WD	Gasoline	FA	T3B70	Federal Tier 3 Bin 70	KGMXV02.5050	midsize car	5	25	35	29	6	No	308
BUICK Lacrosse	3.6	6	SemiAuto-9	2WD	Gasoline	CA	L3ULEV70	California LEV-III ULEV70	KGMXV03.6165	midsize car	5	20	30	24	5	No	374
BUICK Lacrosse	3.6	6	SemiAuto-9	2WD	Gasoline	FA	T3B70	Federal Tier 3 Bin 70	KGMXV03.6165	midsize car	5	20	30	24	5	No	374
BUICK Lacrosse	3.6	6	SemiAuto-9	4WD	Gasoline	CA	L3ULEV70	California LEV-III ULEV70	KGMXV03.6165	midsize car	5	20	29	23	5	No	383
BUICK Lacrosse	3.6	6	SemiAuto-9	4WD	Gasoline	FA	T3B70	Federal Tier 3 Bin 70	KGMXV03.6165	midsize car	5	20	29	23	5	No	383
BUICK Regal	2	4	SemiAuto-8	4WD	Gasoline	CA	L3ULEV70	California LEV-III ULEV70	KGMXV02.0031	midsize car	5	21	29	24	5	No	365
BUICK Regal	2	4	SemiAuto-8	4WD	Gasoline	FA	T3B70	Federal Tier 3 Bin 70	KGMXV02.0031	midsize car	5	21	29	24	5	No	365
BUICK Regal	2	4	SemiAuto-9	2WD	Gasoline	CA	L3ULEV70	California LEV-III ULEV70	KGMXV02.0031	midsize car	5	22	32	26	5	No	345
BUICK Regal	2	4	SemiAuto-9	2WD	Gasoline	FA	T3B70	Federal Tier 3 Bin 70	KGMXV02.0031	midsize car	5	22	32	26	5	No	345
BUICK Regal	3.6	6	SemiAuto-9	4WD	Gasoline	CA	L3ULEV70	California LEV-III ULEV70	KGMXV03.6165	midsize car	5	19	27	22	4	No	404
BUICK Regal	3.6	6	SemiAuto-9	4WD	Gasoline	FA	T3B70	Federal Tier 3 Bin 70	KGMXV03.6165	midsize car	5	19	27	22	4	No	404
BUICK Regal Tour X	2	4	SemiAuto-8	4WD	Gasoline	CA	L3ULEV70	California LEV-III ULEV70	KGMXV02.0031	station wagon	5	21	29	24	5	No	365
BUICK Regal Tour X	2	4	SemiAuto-8	4WD	Gasoline	FA	T3B70	Federal Tier 3 Bin 70	KGMXV02.0031	station wagon	5	21	29	24	5	No	365
CADILLAC ATS	2	4	SemiAuto-8	2WD	Gasoline	CA	L3ULEV70	California LEV-III ULEV70	KGMXV02.0031	small car	5	22	30	25	5	No	352
CADILLAC ATS	2	4	SemiAuto-8	2WD	Gasoline	FA	T3B70	Federal Tier 3 Bin 70	KGMXV02.0031	small car	5	22	30	25	5	No	352
CADILLAC ATS	2	4	SemiAuto-8	4WD	Gasoline	CA	L3ULEV70	California LEV-III ULEV70	KGMXV02.0031	small car	5	21	29	24	5	No	373
CADILLAC ATS	2	4	SemiAuto-8	4WD	Gasoline	FA	T3B70	Federal Tier 3 Bin 70	KGMXV02.0031	small car	5	21	29	24	5	No	373
CADILLAC ATS	3.6	6	SemiAuto-8	2WD	Gasoline	CA	L3ULEV70	California LEV-III ULEV70	KGMXV03.6165	small car	5	19	29	23	5	No	396
CADILLAC ATS	3.6	6	SemiAuto-8	2WD	Gasoline	FA	T3B70	Federal Tier 3 Bin 70	KGMXV03.6165	small car	5	19	29	23	5	No	396
CADILLAC ATS	3.6	6	SemiAuto-8	4WD	Gasoline	CA	L3ULEV70	California LEV-III ULEV70	KGMXV03.6165	small car	5	18	26	21	4	No	433
CADILLAC ATS	3.6	6	SemiAuto-8	4WD	Gasoline	FA	T3B70	Federal Tier 3 Bin 70	KGMXV03.6165	small car	5	18	26	21	4	No	433
CADILLAC ATS-V	3.6	6	Man-6	2WD	Gasoline	CA	L3ULEV125	California LEV-III ULEV125	KGMXV03.6042	small car	3	16	23	19	3	No	475
CADILLAC ATS-V	3.6	6	Man-6	2WD	Gasoline	FA	T3B125	Federal Tier 3 Bin 125	KGMXV03.6042	small car	3	16	23	19	3	No	475
CADILLAC ATS-V	3.6	6	SemiAuto-8	2WD	Gasoline	CA	L3ULEV125	California LEV-III ULEV125	KGMXV03.6042	small car	3	17	25	20	4	No	449
CADILLAC ATS-V	3.6	6	SemiAuto-8	2WD	Gasoline	FA	T3B125	Federal Tier 3 Bin 125	KGMXV03.6042	small car	3	17	25	20	4	No	449
CADILLAC CTS	2	4	SemiAuto-8	2WD	Gasoline	CA	L3ULEV70	California LEV-III ULEV70	KGMXV02.0031	midsize car	5	22	30	25	5	No	353
CADILLAC CTS	2	4	SemiAuto-8	2WD	Gasoline	FA	T3B70	Federal Tier 3 Bin 70	KGMXV02.0031	midsize car	5	22	30	25	5	No	353
CADILLAC CTS	2	4	SemiAuto-8	4WD	Gasoline	CA	L3ULEV70	California LEV-III ULEV70	KGMXV02.0031	midsize car	5	21	29	24	5	No	373
CADILLAC CTS	2	4	SemiAuto-8	4WD	Gasoline	FA	T3B70	Federal Tier 3 Bin 70	KGMXV02.0031	midsize car	5	21	29	24	5	No	373
CADILLAC CTS	3.6	6	SemiAuto-8	2WD	Gasoline	CA	L3ULEV125	California LEV-III ULEV125	KGMXV03.6042	midsize car	3	16	24	19	3	No	468
CADILLAC CTS	3.6	6	SemiAuto-8	2WD	Gasoline	FA	T3B125	Federal Tier 3 Bin 125	KGMXV03.6042	midsize car	3	16	24	19	3	No	468
CADILLAC CTS	3.6	6	SemiAuto-8	2WD	Gasoline	CA	L3ULEV70	California LEV-III ULEV70	KGMXV03.6165	midsize car	5	19	29	23	5	No	396
CADILLAC CTS	3.6	6	SemiAuto-8	2WD	Gasoline	FA	T3B70	Federal Tier 3 Bin 70	KGMXV03.6165	midsize car	5	19	29	23	5	No	396
CADILLAC CTS	3.6	6	SemiAuto-8	4WD	Gasoline	CA	L3ULEV70	California LEV-III ULEV70	KGMXV03.6165	midsize car	5	18	26	21	4	No	433
CADILLAC CTS	3.6	6	SemiAuto-8	4WD	Gasoline	FA	T3B70	Federal Tier 3 Bin 70	KGMXV03.6165	midsize car	5	18	26	21	4	No	433
CADILLAC CTS-V	6.2	8	SemiAuto-8	2WD	Gasoline	CA	L3LEV160	California LEV-III LEV160	KGMXV06.2089	midsize car	1	14	21	16	2	No	543
CADILLAC CTS-V	6.2	8	SemiAuto-8	2WD	Gasoline	FA	T3B160	Federal Tier 3 Bin 160	KGMXV06.2089	midsize car	1	14	21	16	2	No	543
CADILLAC Escalade	6.2	8	Auto-10	2WD	Gasoline	CA	L3ULEV125	California LEV-III ULEV125	KGMXT06.2374	standard SUV	3	14	23	17	3	No	517
CADILLAC Escalade	6.2	8	Auto-10	2WD	Gasoline	FA	T3B125	Federal Tier 3 Bin 125	KGMXT06.2374	standard SUV	3	14	23	17	3	No	517
CADILLAC Escalade	6.2	8	Auto-10	4WD	Gasoline	CA	L3ULEV125	California LEV-III ULEV125	KGMXT06.2374	standard SUV	3	14	21	17	3	No	535
CADILLAC Escalade	6.2	8	Auto-10	4WD	Gasoline	FA	T3B125	Federal Tier 3 Bin 125	KGMXT06.2374	standard SUV	3	14	21	17	3	No	535
CADILLAC XT4	2	4	SemiAuto-9	2WD	Gasoline	CA	L3ULEV50	California LEV-III ULEV50	KGMXT02.0400	small SUV	6	24	30	26	5	No	336
CADILLAC XT4	2	4	SemiAuto-9	2WD	Gasoline	FA	T3B50	Federal Tier 3 Bin 50	KGMXT02.0400	small SUV	6	24	30	26	5	No	336
CADILLAC XT4	2	4	SemiAuto-9	4WD	Gasoline	CA	L3ULEV50	California LEV-III ULEV50	KGMXT02.0400	small SUV	6	22	29	24	5	No	365
CADILLAC XT4	2	4	SemiAuto-9	4WD	Gasoline	FA	T3B50	Federal Tier 3 Bin 50	KGMXT02.0400	small SUV	6	22	29	24	5	No	365
CADILLAC XT5	3.6	6	SemiAuto-8	2WD	Gasoline	CA	L3ULEV50	California LEV-III ULEV50	KGMXT03.6151	small SUV	6	19	26	22	4	No	405
CADILLAC XT5	3.6	6	SemiAuto-8	2WD	Gasoline	FA	T3B50	Federal Tier 3 Bin 50	KGMXT03.6151	small SUV	6	19	26	22	4	No	405
CADILLAC XT5	3.6	6	SemiAuto-8	4WD	Gasoline	CA	L3ULEV50	California LEV-III ULEV50	KGMXT03.6151	small SUV	6	18	25	21	4	No	423
CADILLAC XT5	3.6	6	SemiAuto-8	4WD	Gasoline	FA	T3B50	Federal Tier 3 Bin 50	KGMXT03.6151	small SUV	6	18	25	21	4	No	423
CADILLAC XTS	3.6	6	SemiAuto-6	2WD	Gasoline	CA	L3SULEV30	California LEV-III SULEV30	KGMXV03.6048	large car	7	19	28	22	4	No	408
CADILLAC XTS	3.6	6	SemiAuto-6	2WD	Gasoline	FA	T3B30	Federal Tier 3 Bin 30	KGMXV03.6048	large car	7	19	28	22	4	No	408
CADILLAC XTS	3.6	6	SemiAuto-6	2WD	Gasoline	CA	L3ULEV70	California LEV-III ULEV70	KGMXV03.6165	large car	5	19	28	22	4	No	408
CADILLAC XTS	3.6	6	SemiAuto-6	2WD	Gasoline	FA	T3B70	Federal Tier 3 Bin 70	KGMXV03.6165	large car	5	19	28	22	4	No	408
CADILLAC XTS	3.6	6	SemiAuto-6	4WD	Gasoline	CA	L3ULEV125	California LEV-III ULEV125	KGMXV03.6042	large car	3	16	23	18	3	No	486
CADILLAC XTS	3.6	6	SemiAuto-6	4WD	Gasoline	FA	T3B125	Federal Tier 3 Bin 125	KGMXV03.6042	large car	3	16	23	18	3	No	486
CADILLAC XTS	3.6	6	SemiAuto-6	4WD	Gasoline	CA	L3ULEV70	California LEV-III ULEV70	KGMXV03.6165	large car	5	17	26	20	4	No	444
CADILLAC XTS	3.6	6	SemiAuto-6	4WD	Gasoline	FA	T3B70	Federal Tier 3 Bin 70	KGMXV03.6165	large car	5	17	26	20	4	No	444
CADILLAC XTS Limo	3.6	6	SemiAuto-6	2WD	Gasoline	CA	T3B110	Federal Tier 3 Transitional Bin 110	KGMXV03.6167	special purpose	3	15	21	17	3	No	521
CADILLAC XTS Limo	3.6	6	SemiAuto-6	2WD	Gasoline	FA	T3B110	Federal Tier 3 Transitional Bin 110	KGMXV03.6167	special purpose	3	15	21	17	3	No	521
CHEVROLET Bolt EV	N/A	N/A	Auto-1	2WD	Electricity	FA	T3B0	Federal Tier 3 Bin 0	KGMXV00.0002	station wagon	10	128	110	119	10	Elite	0
CHEVROLET Bolt EV	N/A	N/A	Auto-1	2WD	Electricity	CA	ZEV	California ZEV	KGMXV00.0002	station wagon	10	128	110	119	10	Elite	0
CHEVROLET Camaro	2	4	Man-6	2WD	Gasoline	CA	L3ULEV70	California LEV-III ULEV70	KGMXV02.0031	small car	5	20	30	23	5	No	379
CHEVROLET Camaro	2	4	Man-6	2WD	Gasoline	FA	T3B70	Federal Tier 3 Bin 70	KGMXV02.0031	small car	5	20	30	23	5	No	379
CHEVROLET Camaro	2	4	SemiAuto-8	2WD	Gasoline	CA	L3ULEV70	California LEV-III ULEV70	KGMXV02.0031	small car	5	22	31	25	5	No	354
CHEVROLET Camaro	2	4	SemiAuto-8	2WD	Gasoline	FA	T3B70	Federal Tier 3 Bin 70	KGMXV02.0031	small car	5	22	31	25	5	No	354
CHEVROLET Camaro	3.6	6	Man-6	2WD	Gasoline	CA	L3ULEV70	California LEV-III ULEV70	KGMXV03.6165	small car	5	16	27	20	4	No	445
CHEVROLET Camaro	3.6	6	Man-6	2WD	Gasoline	FA	T3B70	Federal Tier 3 Bin 70	KGMXV03.6165	small car	5	16	27	20	4	No	445
CHEVROLET Camaro	3.6	6	SemiAuto-8	2WD	Gasoline	CA	L3ULEV70	California LEV-III ULEV70	KGMXV03.6165	small car	5	19	29	22	4	No	396
CHEVROLET Camaro	3.6	6	SemiAuto-8	2WD	Gasoline	FA	T3B70	Federal Tier 3 Bin 70	KGMXV03.6165	small car	5	19	29	22	4	No	396
CHEVROLET Camaro	6.2	8	Man-6	2WD	Gasoline	CA	L3LEV160	California LEV-III LEV160	KGMXV06.2089	small car	1	14	20	16	2	No	565
CHEVROLET Camaro	6.2	8	Man-6	2WD	Gasoline	FA	T3B160	Federal Tier 3 Bin 160	KGMXV06.2089	small car	1	14	20	16	2	No	565
CHEVROLET Camaro	6.2	8	Man-6	2WD	Gasoline	CA	L3LEV160	California LEV-III LEV160	KGMXV06.2090	small car	1	16	24	19	3	No	477
CHEVROLET Camaro	6.2	8	Man-6	2WD	Gasoline	FA	T3B160	Federal Tier 3 Bin 160	KGMXV06.2090	small car	1	16	24	19	3	No	477
CHEVROLET Camaro	6.2	8	SemiAuto-10	2WD	Gasoline	CA	L3LEV160	California LEV-III LEV160	KGMXV06.2089	small car	1	13	21	16	2	No	571
CHEVROLET Camaro	6.2	8	SemiAuto-10	2WD	Gasoline	FA	T3B160	Federal Tier 3 Bin 160	KGMXV06.2089	small car	1	13	21	16	2	No	571
CHEVROLET Camaro	6.2	8	SemiAuto-10	2WD	Gasoline	CA	L3LEV160	California LEV-III LEV160	KGMXV06.2090	small car	1	16	27	20	4	No	450
CHEVROLET Camaro	6.2	8	SemiAuto-10	2WD	Gasoline	FA	T3B160	Federal Tier 3 Bin 160	KGMXV06.2090	small car	1	16	27	20	4	No	450
CHEVROLET Colorado	2.5	4	Auto-6	2WD	Gasoline	CA	L3ULEV70	California LEV-III ULEV70	KGMXT02.5200	pickup	5	20	26	22	4	No	406
CHEVROLET Colorado	2.5	4	Auto-6	2WD	Gasoline	FA	T3B70	Federal Tier 3 Bin 70	KGMXT02.5200	pickup	5	20	26	22	4	No	406
CHEVROLET Colorado	2.5	4	Auto-6	4WD	Gasoline	CA	L3ULEV70	California LEV-III ULEV70	KGMXT02.5200	pickup	5	19	24	21	4	No	429
CHEVROLET Colorado	2.5	4	Auto-6	4WD	Gasoline	FA	T3B70	Federal Tier 3 Bin 70	KGMXT02.5200	pickup	5	19	24	21	4	No	429
CHEVROLET Colorado	2.5	4	Man-6	2WD	Gasoline	CA	L3ULEV70	California LEV-III ULEV70	KGMXT02.5200	pickup	5	20	26	22	4	No	403
CHEVROLET Colorado	2.5	4	Man-6	2WD	Gasoline	FA	T3B70	Federal Tier 3 Bin 70	KGMXT02.5200	pickup	5	20	26	22	4	No	403
CHEVROLET Colorado	2.8	4	Auto-6	2WD	Diesel	CA	L3ULEV125	California LEV-III ULEV125	KGMXT02.8358	pickup	3	20	30	23	4	No	435
